app/api-test/page.tsx(190,58): error TS2532: Object is possibly 'undefined'.
backend/src/__tests__/unit-actions.test.ts(253,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(258,21): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(259,18): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(262,16): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(269,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(274,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(29,1): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(30,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(31,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(44,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(46,9): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(47,9): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(51,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(57,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(60,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(67,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(70,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(77,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(80,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(87,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(91,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(92,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(100,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(103,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(111,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(114,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(116,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(119,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(127,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(131,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(132,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-meta.test.ts(145,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(147,9): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-meta.test.ts(148,9): error TS2304: Cannot find name 'expect'.
